23/11/16 04:08:23 PM | error loadView general | specialists | response 400
Notice on line 52 in file /var/www/html/Strongertogether/modules/hospital/model/dao/hospital_dao.class.singleton.php
 |  | response 200
12/12/16 09:27:52 PM | error loadView general | view | response 400
12/12/16 09:27:52 PM | error loadView general | view | response 400
12/12/16 09:27:52 PM | ERROR: [8] Undefined variable: fields
Notice on line 52 in file /var/www/html/Strongertogether/modules/hospital/model/dao/hospital_dao.class.singleton.php
 |  | response 200
12/12/16 09:27:54 PM | error loadView general | view | response 400
12/12/16 09:27:54 PM | error loadView general | view | response 400
12/12/16 09:27:58 PM | error loadView general | view | response 400
12/12/16 09:27:58 PM | error loadView general | view | response 400
12/12/16 09:27:59 PM | error loadView general | view | response 400
12/12/16 09:28:00 PM | error loadView general | view | response 400
12/12/16 09:28:01 PM | error loadView general | view | response 400
12/12/16 09:28:01 PM | error loadView general | view | response 400
12/12/16 09:28:01 PM | ERROR: [8] Undefined variable: fields
Notice on line 52 in file /var/www/html/Strongertogether/modules/hospital/model/dao/hospital_dao.class.singleton.php
 |  | response 200
12/12/16 09:28:03 PM | error loadView general | view | response 400
12/12/16 09:28:03 PM | error loadView general | view | response 400
12/12/16 09:28:19 PM | error loadView general | view | response 400
12/12/16 09:28:19 PM | error loadView general | view | response 400
12/12/16 09:28:19 PM | ERROR: [8] Undefined variable: fields
Notice on line 52 in file /var/www/html/Strongertogether/modules/hospital/model/dao/hospital_dao.class.singleton.php
 |  | response 200
12/12/16 09:31:13 PM | error loadView general | view | response 400
12/12/16 09:31:13 PM | error loadView general | view | response 400
12/12/16 09:31:13 PM | ERROR: [8] Undefined variable: fields
Notice on line 52 in file /var/www/html/Strongertogether/modules/hospital/model/dao/hospital_dao.class.singleton.php
 |  | response 200
12/12/16 09:31:15 PM | error loadView general | view | response 400
12/12/16 09:31:15 PM | error loadView general | view | response 400
12/12/16 09:31:17 PM | error loadView general | view | response 400
12/12/16 09:31:17 PM | error loadView general | view | response 400
12/12/16 09:31:17 PM | ERROR: [8] Undefined variable: fields
Notice on line 52 in file /var/www/html/Strongertogether/modules/hospital/model/dao/hospital_dao.class.singleton.php
 |  | response 200
12/12/16 09:31:52 PM | error loadView general | view | response 400
12/12/16 09:31:52 PM | error loadView general | view | response 400
12/12/16 09:31:52 PM | ERROR: [8] Undefined variable: fields
Notice on line 52 in file /var/www/html/Strongertogether/modules/hospital/model/dao/hospital_dao.class.singleton.php
 |  | response 200
12/12/16 09:31:55 PM | error loadView general | view | response 400
12/12/16 09:31:55 PM | error loadView general | view | response 400
12/12/16 09:31:56 PM | ERROR: [8] Undefined variable: fields
Notice on line 52 in file /var/www/html/Strongertogether/modules/hospital/model/dao/hospital_dao.class.singleton.php
 |  | response 200
12/12/16 09:32:00 PM | error loadView general | view | response 400
12/12/16 09:32:00 PM | error loadView general | view | response 400
12/12/16 09:32:02 PM | error loadView general | view | response 400
12/12/16 09:32:03 PM | error loadView general | view | response 400
12/12/16 09:32:03 PM | ERROR: [8] Undefined variable: fields
Notice on line 52 in file /var/www/html/Strongertogether/modules/hospital/model/dao/hospital_dao.class.singleton.php
 |  | response 200
12/12/16 09:32:24 PM | error loadView general | view | response 400
12/12/16 09:32:24 PM | error loadView general | view | response 400
12/12/16 09:32:24 PM | ERROR: [8] Undefined variable: fields
Notice on line 52 in file /var/www/html/Strongertogether/modules/hospital/model/dao/hospital_dao.class.singleton.php
 |  | response 200
12/12/16 09:32:38 PM | error loadView general | view | response 400
12/12/16 09:32:38 PM | error loadView general | view | response 400
12/12/16 09:32:38 PM | ERROR: [8] Undefined variable: fields
Notice on line 52 in file /var/www/html/Strongertogether/modules/hospital/model/dao/hospital_dao.class.singleton.php
 |  | response 200
12/12/16 09:44:25 PM | error loadView general | view | response 400
12/12/16 09:44:25 PM | error loadView general | view | response 400
12/12/16 09:44:25 PM | ERROR: [8] Undefined variable: fields
Notice on line 52 in file /var/www/html/Strongertogether/modules/hospital/model/dao/hospital_dao.class.singleton.php
 |  | response 200
12/12/16 09:44:39 PM | error loadView general | view | response 400
12/12/16 09:44:39 PM | error loadView general | view | response 400
12/12/16 09:45:40 PM | error loadView general | view | response 400
12/12/16 09:45:41 PM | error loadView general | view | response 400
12/12/16 09:45:41 PM | ERROR: [8] Undefined variable: fields
Notice on line 52 in file /var/www/html/Strongertogether/modules/hospital/model/dao/hospital_dao.class.singleton.php
 |  | response 200
12/12/16 09:46:29 PM | error loadView general | view | response 400
12/12/16 09:46:29 PM | error loadView general | view | response 400
12/12/16 09:46:29 PM | ERROR: [8] Undefined variable: fields
Notice on line 52 in file /var/www/html/Strongertogether/modules/hospital/model/dao/hospital_dao.class.singleton.php
 |  | response 200
12/12/16 09:52:49 PM | error loadView general | hospital | response 400
12/12/16 09:52:54 PM | error loadView general | hospital | response 400
13/12/16 05:21:46 PM | error loadView general | view | response 400
13/12/16 05:21:49 PM | ERROR: [8] Undefined variable: fields
Notice on line 52 in file /var/www/html/Strongertogether/modules/hospital/model/dao/hospital_dao.class.singleton.php
 |  | response 200
13/12/16 05:24:48 PM | error loadView general | view | response 400
13/12/16 05:26:52 PM | error loadView general | view | response 400
13/12/16 05:27:15 PM | error loadView general | view | response 400
13/12/16 05:30:48 PM | error loadView general | view | response 400
13/12/16 05:30:50 PM | error loadView general | view | response 400
13/12/16 05:31:07 PM | error loadView general | view | response 400
13/12/16 05:32:17 PM | error loadView general | view | response 400
13/12/16 05:35:25 PM | error loadView general | view | response 400
13/12/16 05:35:28 PM | error loadView general | view | response 400
13/12/16 05:36:48 PM | error loadView general | view | response 400
13/12/16 05:37:22 PM | error loadView general | view | response 400
13/12/16 05:37:37 PM | error loadView general | view | response 400
13/12/16 05:39:39 PM | error loadView general | view | response 400
13/12/16 05:39:48 PM | error loadView general | view | response 400
13/12/16 05:39:53 PM | error loadView general | view | response 400
13/12/16 05:41:34 PM | error loadView general | view | response 400
13/12/16 05:44:51 PM | ERROR: [8] Undefined variable: fields
Notice on line 52 in file /var/www/html/Strongertogether/modules/hospital/model/dao/hospital_dao.class.singleton.php
 |  | response 200
13/12/16 06:04:35 PM | error loadView general | view | response 400
13/12/16 06:38:32 PM | error loadView general | users | response 400
13/12/16 06:43:01 PM | error loadView general | view | response 400
13/12/16 06:44:42 PM | error loadView general | view | response 400
13/12/16 06:47:19 PM | error loadView general | model | response 400
13/12/16 06:47:22 PM | error loadView general | model | response 400
13/12/16 06:47:25 PM | error loadView general | view | response 400
13/12/16 06:53:17 PM | error loadView general | users | response 400
13/12/16 06:53:49 PM | error loadView general | users/profile/<br /><b>Notice</b>:  Use of undefined constant USER_JS_PATH - assumed 'USER_JS_PATH' in <b>/var/www/html/Strongertogether/modules/users/view/profile.php</b> on line <b>93< | response 400
13/12/16 06:55:09 PM | error loadView general | users/profile/<br /><b>Notice</b>:  Use of undefined constant USER_JS_PATH - assumed 'USER_JS_PATH' in <b>/var/www/html/Strongertogether/modules/users/view/profile.php</b> on line <b>94< | response 400
13/12/16 06:56:20 PM | error loadView general | users/profile/<br /><b>Notice</b>:  Use of undefined constant USER_JS_PATH - assumed 'USER_JS_PATH' in <b>/var/www/html/Strongertogether/modules/users/view/profile.php</b> on line <b>94< | response 400
13/12/16 06:56:55 PM | error loadView general | users/profile/<br /><b>Notice</b>:  Use of undefined constant USER_JS_PATH - assumed 'USER_JS_PATH' in <b>/var/www/html/Strongertogether/modules/users/view/profile.php</b> on line <b>94< | response 400
13/12/16 07:11:12 PM | error loadView general | view | response 400
13/12/16 07:11:12 PM | error loadView general | view | response 400
13/12/16 07:11:16 PM | ERROR: [8] Undefined variable: fields
Notice on line 52 in file /var/www/html/Strongertogether/modules/hospital/model/dao/hospital_dao.class.singleton.php
 |  | response 200
13/12/16 07:19:08 PM | error loadView general | view | response 400
13/12/16 07:19:08 PM | error loadView general | view | response 400
13/12/16 07:20:57 PM | error loadView general | view | response 400
13/12/16 07:20:57 PM | error loadView general | view | response 400
13/12/16 07:21:22 PM | error loadView general | view | response 400
13/12/16 07:21:22 PM | error loadView general | view | response 400
13/12/16 07:21:46 PM | error loadView general | view | response 400
13/12/16 07:21:47 PM | error loadView general | view | response 400
13/12/16 07:21:56 PM | error loadView general | view | response 400
13/12/16 07:21:56 PM | error loadView general | view | response 400
13/12/16 07:22:02 PM | error loadView general | view | response 400
13/12/16 07:22:02 PM | error loadView general | view | response 400
13/12/16 07:22:26 PM | error loadView general | view | response 400
13/12/16 07:22:26 PM | error loadView general | view | response 400
13/12/16 07:22:39 PM | error loadView general | view | response 400
13/12/16 07:22:39 PM | error loadView general | view | response 400
14/12/16 07:18:13 PM | error loadView general | view | response 400
14/12/16 07:21:02 PM | ERROR: [8] Undefined variable: fields
Notice on line 52 in file /var/www/html/Strongertogether/modules/hospital/model/dao/hospital_dao.class.singleton.php
 |  | response 200
14/12/16 07:22:09 PM | error loadView general | view | response 400
14/12/16 07:53:08 PM | error loadView general | view | response 400
14/12/16 07:53:11 PM | error loadView general | view | response 400
14/12/16 08:24:33 PM | error loadView general | view | response 400
14/12/16 08:24:38 PM | ERROR: [8] Undefined variable: fields
Notice on line 52 in file /var/www/html/Strongertogether/modules/hospital/model/dao/hospital_dao.class.singleton.php
 |  | response 200
14/12/16 08:24:53 PM | error loadView general | view | response 400
14/12/16 08:25:11 PM | error loadView general | view | response 400
14/12/16 08:47:26 PM | ERROR: [8] Undefined variable: fields
Notice on line 52 in file /var/www/html/Strongertogether/modules/hospital/model/dao/hospital_dao.class.singleton.php
 |  | response 200
14/12/16 08:47:27 PM | ERROR: [8] Undefined variable: fields
Notice on line 52 in file /var/www/html/Strongertogether/modules/hospital/model/dao/hospital_dao.class.singleton.php
 |  | response 200
14/12/16 08:47:28 PM | error loadView general | view | response 400
14/12/16 08:47:34 PM | error loadView general | view | response 400
14/12/16 08:48:18 PM | error loadView general | view | response 400
14/12/16 08:48:18 PM | error loadView general | view | response 400
14/12/16 08:48:30 PM | error loadView general | view | response 400
14/12/16 08:48:31 PM | error loadView general | view | response 400
14/12/16 08:48:33 PM | error loadView general | view | response 400
14/12/16 08:48:33 PM | error loadView general | view | response 400
14/12/16 08:48:35 PM | error loadView general | view | response 400
14/12/16 08:48:35 PM | error loadView general | view | response 400
14/12/16 08:48:36 PM | error loadView general | view | response 400
14/12/16 08:48:37 PM | error loadView general | view | response 400
14/12/16 08:50:15 PM | error loadView general | view | response 400
14/12/16 08:50:15 PM | error loadView general | view | response 400
14/12/16 08:50:16 PM | error loadView general | view | response 400
14/12/16 08:50:17 PM | error loadView general | view | response 400
14/12/16 08:51:57 PM | error loadView general | view | response 400
14/12/16 08:51:57 PM | error loadView general | view | response 400
14/12/16 08:53:05 PM | error loadView general | view | response 400
14/12/16 08:53:05 PM | error loadView general | view | response 400
14/12/16 08:56:54 PM | error loadView general | view | response 400
14/12/16 08:56:54 PM | error loadView general | view | response 400
14/12/16 09:05:17 PM | error loadView general | view | response 400
14/12/16 09:05:17 PM | error loadView general | view | response 400
14/12/16 09:05:30 PM | error loadView general | user | response 400
14/12/16 09:08:10 PM | error loadView general | view | response 400
14/12/16 09:08:10 PM | error loadView general | view | response 400
14/12/16 09:08:25 PM | error loadView general | user | response 400
14/12/16 09:22:10 PM | error loadView general | view | response 400
